split,group,group_value,num_examples,MAE,RMSE,R2
train,overall,overall,1156,0.05883152782917023,0.09275471849822879,0.9125884771347046
validation,overall,overall,165,0.06178577244281769,0.10379799531248499,0.8791894912719727
test-interpolation,overall,overall,260,0.10149897634983063,0.16173948463717336,0.7443550229072571
test-extrapolation,overall,overall,1365,0.20461197197437286,0.24840027872198933,0.3077278137207031
train,domain,blocks,45,0.06818792223930359,0.09489213100703711,0.9157906174659729
train,domain,gripper,20,0.12014088779687881,0.14771264427289707,0.8140504360198975
train,domain,logistics,60,0.16574053466320038,0.19639160552316126,0.5921540260314941
train,domain,visitall-from-everywhere,1031,0.05101215839385986,0.08115205604052354,0.9326953887939453
train,corruption_type,delete,221,0.056650560349226,0.10046894250705958,0.8682121634483337
train,corruption_type,gold,232,0.060540683567523956,0.08033464504490667,-5.014917373657227
train,corruption_type,insert,15,0.23453210294246674,0.3165967744421678,-0.5018711090087891
train,corruption_type,replace,231,0.04934545233845711,0.08621439973060833,0.8887731432914734
train,corruption_type,swap,226,0.07530659437179565,0.09687319569291802,0.8091205358505249
train,corruption_type,truncate,231,0.04115999862551689,0.06158670132161059,0.9408043026924133
validation,domain,blocks,15,0.0642966479063034,0.0895742125728885,0.8745564818382263
validation,domain,gripper,10,0.18628846108913422,0.20813285400417703,0.31997865438461304
validation,domain,logistics,20,0.14299340546131134,0.22340030327204743,0.3563500642776489
validation,domain,visitall-from-everywhere,120,0.03756208345293999,0.04339875508912396,0.9804186820983887
validation,corruption_type,delete,33,0.06021410599350929,0.0841053269177671,0.9122615456581116
validation,corruption_type,gold,33,0.06618654727935791,0.08137021925337586,0.0
validation,corruption_type,insert,2,0.6182947158813477,0.6224661485437712,-71.30169677734375
validation,corruption_type,replace,33,0.07043512165546417,0.09278110673224597,0.8606294393539429
validation,corruption_type,swap,31,0.0451212003827095,0.07958629518332858,0.9083996415138245
validation,corruption_type,truncate,33,0.032234083861112595,0.04619734909346182,0.9569770097732544
test-interpolation,domain,blocks,15,0.10410596430301666,0.14276378771190562,0.8130972981452942
test-interpolation,domain,gripper,15,0.07734451442956924,0.10132696735629615,0.7965735197067261
test-interpolation,domain,logistics,45,0.18166501820087433,0.25229151867253957,0.3172982335090637
test-interpolation,domain,visitall-from-everywhere,185,0.08374623209238052,0.1371029564314213,0.8248339891433716
test-interpolation,corruption_type,delete,46,0.11547914892435074,0.2072072810228072,0.517169177532196
test-interpolation,corruption_type,gold,52,0.08727245777845383,0.10882163133848356,0.0
test-interpolation,corruption_type,insert,13,0.36046919226646423,0.43454990981995034,-2.133216619491577
test-interpolation,corruption_type,repeat,1,0.37310606241226196,0.3731060680142367,nan
test-interpolation,corruption_type,replace,48,0.07315728068351746,0.10785876211047236,0.818343997001648
test-interpolation,corruption_type,swap,48,0.09856769442558289,0.11658540866207577,0.7040425539016724
test-interpolation,corruption_type,truncate,52,0.06226005032658577,0.08834357372070013,0.9135395288467407
test-extrapolation,domain,blocks,100,0.16031259298324585,0.1908040304275343,0.6786032915115356
test-extrapolation,domain,gripper,80,0.3409029245376587,0.3851210216327876,-0.4116947650909424
test-extrapolation,domain,logistics,90,0.28104037046432495,0.31475836587594164,0.006512165069580078
test-extrapolation,domain,visitall-from-everywhere,1095,0.19241848587989807,0.23369486192889294,0.34866929054260254
test-extrapolation,corruption_type,delete,273,0.17780591547489166,0.2250544326557784,0.30338943004608154
test-extrapolation,corruption_type,gold,273,0.27326083183288574,0.29877142274732504,0.0
test-extrapolation,corruption_type,insert,14,0.3034740090370178,0.355481954476053,-1.0841498374938965
test-extrapolation,corruption_type,replace,273,0.17558526992797852,0.22627499030076004,0.31858736276626587
test-extrapolation,corruption_type,swap,259,0.15610745549201965,0.20988436344950326,0.38403618335723877
test-extrapolation,corruption_type,truncate,273,0.23274314403533936,0.2629191497926286,-1.600287914276123
