MAE,RMSE,R2,family,model,split
0.04886540663809361,0.09251276442326375,0.9130439493789423,ad_lstm_wl_delta,RF,train
0.058028731685782944,0.10196162737149961,0.883426370049875,ad_lstm_wl_delta,RF,validation
0.10171516970699233,0.1596506618206377,0.7509155357995019,ad_lstm_wl_delta,RF,test-interpolation
0.25680311603780176,0.3332477866956937,-0.24596903564365635,ad_lstm_wl_delta,RF,test-extrapolation
0.055220652371644974,0.08734878572012073,0.9224806427955627,ad_lstm_wl_delta,XGB,train
0.0671893060207367,0.10709699139700156,0.8713880777359009,ad_lstm_wl_delta,XGB,validation
0.10226087272167206,0.15921467706601425,0.7522741556167603,ad_lstm_wl_delta,XGB,test-interpolation
0.2883409559726715,0.37124022554444985,-0.5462609529495239,ad_lstm_wl_delta,XGB,test-extrapolation
0.04537210986018181,0.07566837342329176,0.9418264627456665,ad_lstm_wl_delta,MLP,train
0.047406960278749466,0.08956576443524203,0.9100480079650879,ad_lstm_wl_delta,MLP,validation
0.0890335962176323,0.1509080013134816,0.7774488925933838,ad_lstm_wl_delta,MLP,test-interpolation
0.18554608523845673,0.23690554327558083,0.3703152537345886,ad_lstm_wl_delta,MLP,test-extrapolation
