split,group,group_value,num_examples,MAE,RMSE,R2
train,overall,overall,1156,0.0490572527050972,0.08260422372675717,0.9306732416152954
validation,overall,overall,165,0.05122758820652962,0.09552432894507211,0.8976813554763794
test-interpolation,overall,overall,260,0.10581451654434204,0.1792928570565202,0.6858543157577515
test-extrapolation,overall,overall,1365,0.16614632308483124,0.23474101256522348,0.3817691206932068
train,domain,blocks,45,0.051646698266267776,0.06846800075479723,0.9561595320701599
train,domain,gripper,20,0.0640423446893692,0.08599215362675006,0.936980128288269
train,domain,logistics,60,0.10522469878196716,0.1378689340924046,0.799005925655365
train,domain,visitall-from-everywhere,1031,0.04538482427597046,0.07871789960621452,0.9366724491119385
train,corruption_type,delete,221,0.053698692470788956,0.09220071996846822,0.8890109062194824
train,corruption_type,gold,232,0.024200156331062317,0.04698784229788019,-1.0577607154846191
train,corruption_type,insert,15,0.2891349196434021,0.3574726089574717,-0.914719820022583
train,corruption_type,replace,231,0.04109107702970505,0.05688528543652277,0.9515771865844727
train,corruption_type,swap,226,0.06901175528764725,0.09021160242964318,0.8344699144363403
train,corruption_type,truncate,231,0.04243559390306473,0.0655796588359762,0.9328795671463013
validation,domain,blocks,15,0.08071054518222809,0.10097245147128246,0.8406001329421997
validation,domain,gripper,10,0.11020147800445557,0.1351663671135768,0.7132003903388977
validation,domain,logistics,20,0.17083002626895905,0.2321297468620361,0.3050656318664551
validation,domain,visitall-from-everywhere,120,0.02269398607313633,0.027732763067266766,0.9920039772987366
validation,corruption_type,delete,33,0.04677552357316017,0.07355773029627881,0.9328880906105042
validation,corruption_type,gold,33,0.03298883140087128,0.04790282666139401,0.0
validation,corruption_type,insert,2,0.6109050512313843,0.6156665555609311,-69.73072814941406
validation,corruption_type,replace,33,0.0474538616836071,0.0718809955884718,0.9163472652435303
validation,corruption_type,swap,31,0.05698695406317711,0.08010613428457795,0.9071990847587585
validation,corruption_type,truncate,33,0.03836195915937424,0.061250856722586476,0.9243705868721008
test-interpolation,domain,blocks,15,0.09169501811265945,0.1106634248458637,0.8876979351043701
test-interpolation,domain,gripper,15,0.12961944937705994,0.18605431886036178,0.3141378164291382
test-interpolation,domain,logistics,45,0.1753610074520111,0.2645143683105844,0.24954569339752197
test-interpolation,domain,visitall-from-everywhere,185,0.0881124958395958,0.1560742820689016,0.7730035781860352
test-interpolation,corruption_type,delete,46,0.12983489036560059,0.20901362490732556,0.5087141990661621
test-interpolation,corruption_type,gold,52,0.06076794117689133,0.11154550945238571,0.0
test-interpolation,corruption_type,insert,13,0.42229366302490234,0.5138918039594341,-3.381819725036621
test-interpolation,corruption_type,repeat,1,0.5303531885147095,0.5303531818599778,nan
test-interpolation,corruption_type,replace,48,0.08017732948064804,0.12142994188626774,0.7697548866271973
test-interpolation,corruption_type,swap,48,0.09906093031167984,0.12047504987460353,0.6839650273323059
test-interpolation,corruption_type,truncate,52,0.07222751528024673,0.10584076422209955,0.8758994936943054
test-extrapolation,domain,blocks,100,0.13666637241840363,0.20626810962471373,0.6243957281112671
test-extrapolation,domain,gripper,80,0.3157717287540436,0.3870244214930516,-0.42568349838256836
test-extrapolation,domain,logistics,90,0.2686532735824585,0.3186794146753832,-0.0183943510055542
test-extrapolation,domain,visitall-from-everywhere,1095,0.14948180317878723,0.21334108763872314,0.45718449354171753
test-extrapolation,corruption_type,delete,273,0.1801852285861969,0.25368375566514767,0.1148838996887207
test-extrapolation,corruption_type,gold,273,0.11718374490737915,0.15466964936574717,0.0
test-extrapolation,corruption_type,insert,14,0.3599559962749481,0.404306291848316,-1.6959683895111084
test-extrapolation,corruption_type,replace,273,0.1692398637533188,0.24250348304921387,0.21734017133712769
test-extrapolation,corruption_type,swap,259,0.17406436800956726,0.24553545187031978,0.15700799226760864
test-extrapolation,corruption_type,truncate,273,0.18052555620670319,0.2507028237231362,-1.3642611503601074
