MAE,RMSE,R2,family,model,split
0.03948176288532769,0.08006117230729608,0.9348761031578029,ad_xgb_wl_delta,RF,train
0.05368733318118648,0.0997857103269452,0.8883487705889689,ad_xgb_wl_delta,RF,validation
0.10128085287425817,0.1644869939774987,0.7355958167222723,ad_xgb_wl_delta,RF,test-interpolation
0.28627907432855754,0.3736048015307632,-0.5660210678889306,ad_xgb_wl_delta,RF,test-extrapolation
0.011036384850740433,0.032083413779505694,0.98954176902771,ad_xgb_wl_delta,XGB,train
0.056018680334091187,0.11370916770781764,0.8550167679786682,ad_xgb_wl_delta,XGB,validation
0.11432769894599915,0.18459541917016856,0.6669979095458984,ad_xgb_wl_delta,XGB,test-interpolation
0.33646899461746216,0.4360407436991093,-1.1331770420074463,ad_xgb_wl_delta,XGB,test-extrapolation
0.04777979105710983,0.08044550522922599,0.9342493414878845,ad_xgb_wl_delta,MLP,train
0.04864618554711342,0.0935854610329401,0.9017927646636963,ad_xgb_wl_delta,MLP,validation
0.1093340516090393,0.1909411579693216,0.6437094807624817,ad_xgb_wl_delta,MLP,test-interpolation
0.17848408222198486,0.26356631391161617,0.22061407566070557,ad_xgb_wl_delta,MLP,test-extrapolation
