epoch,train_loss,val_loss
1,0.8406181304078353,0.7175955772399902
2,0.659539730925309,0.5680376589298248
3,0.4875002315169887,0.49617330233256024
4,0.41988531225606013,0.44567883014678955
5,0.3673290406402789,0.41172907253106433
6,0.31424808188488607,0.377659151951472
7,0.28083800249978114,0.33827250202496845
8,0.2885020453678934,0.44017233451207477
9,0.23688992073661402,0.3333684851725896
10,0.199469824370585,0.287138099471728
11,0.16186823264548653,0.2759895473718643
12,0.16585510145676763,0.2569916596015294
13,0.14323064567227112,0.32950421919425327
14,0.21971009750115245,0.37218963106473285
15,0.1577579959442741,0.2579169062276681
16,0.13653076910658887,0.2132509866108497
17,0.1094801053404808,0.20956952621539435
18,0.09205972883654268,0.22949590782324472
19,0.08883045202023104,0.21555902746816477
20,0.10536398807246435,0.38119397064050037
21,0.17410895914623611,0.37395073225100833
22,0.18522983514948896,0.26693928241729736
23,0.10037757005346448,0.2500668788949649
24,0.07644513082739554,0.2256922610104084
25,0.06340154025115464,0.27269257232546806
26,0.10628977408142466,0.21051046593735614
27,0.12757799264631772,0.23184416629374027
28,0.1461293328749506,0.22807997092604637
29,0.16221508623934106,0.2611418537174662
