split,group,group_value,num_examples,MAE,RMSE,R2
train,overall,overall,1156,0.07052113860845566,0.11478836011610044,0.8661272525787354
validation,overall,overall,165,0.07171786576509476,0.12313452505287414,0.8299852609634399
test-interpolation,overall,overall,260,0.1318226009607315,0.21536418129830773,0.5467350482940674
test-extrapolation,overall,overall,1365,0.16546399891376495,0.24011710646481976,0.353127121925354
train,domain,blocks,45,0.07991133630275726,0.09767763857266526,0.9107742309570312
train,domain,gripper,20,0.20323798060417175,0.25779202408830293,0.4336318373680115
train,domain,logistics,60,0.15416935086250305,0.20071248498564845,0.5740102529525757
train,domain,visitall-from-everywhere,1031,0.06266877800226212,0.10355596386163547,0.890403687953949
train,corruption_type,delete,221,0.06523847579956055,0.12144503861203479,0.8074377179145813
train,corruption_type,gold,232,0.0697081983089447,0.09854081556326988,-8.050158500671387
train,corruption_type,insert,15,0.26117831468582153,0.34454699802521904,-0.7787570953369141
train,corruption_type,replace,231,0.05959807336330414,0.10254121051536645,0.8426571488380432
train,corruption_type,swap,226,0.09598167985677719,0.11834262723115631,0.7151380777359009
train,corruption_type,truncate,231,0.05002488195896149,0.10075209144049613,0.8415747284889221
validation,domain,blocks,15,0.1740603893995285,0.19708846417886378,0.39269816875457764
validation,domain,gripper,10,0.21468301117420197,0.2556522929117675,-0.02598416805267334
validation,domain,logistics,20,0.1634008139371872,0.23402399163967716,0.2936776280403137
validation,domain,visitall-from-everywhere,120,0.03173079714179039,0.03765689375681275,0.9852573275566101
validation,corruption_type,delete,33,0.05142839252948761,0.09789698016916348,0.8811274766921997
validation,corruption_type,gold,33,0.08761382848024368,0.11771851472018441,0.0
validation,corruption_type,insert,2,0.6058965921401978,0.611650863134941,-68.81105041503906
validation,corruption_type,replace,33,0.04159368947148323,0.06540976050101407,0.9307312965393066
validation,corruption_type,swap,31,0.07395030558109283,0.11336591450647711,0.8141401410102844
validation,corruption_type,truncate,33,0.07176394015550613,0.11551613225248901,0.7310003042221069
test-interpolation,domain,blocks,15,0.18848916888237,0.21440431564007797,0.578452467918396
test-interpolation,domain,gripper,15,0.1588757485151291,0.19396764275191947,0.2545544505119324
test-interpolation,domain,logistics,45,0.21154771745204926,0.2803893564003694,0.1567646861076355
test-interpolation,domain,visitall-from-everywhere,185,0.1056419163942337,0.1982019599726941,0.6339232921600342
test-interpolation,corruption_type,delete,46,0.13597218692302704,0.23338685745178184,0.3874552845954895
test-interpolation,corruption_type,gold,52,0.16551527380943298,0.26725280086434205,0.0
test-interpolation,corruption_type,insert,13,0.37436553835868835,0.47265465791292266,-2.7067983150482178
test-interpolation,corruption_type,repeat,1,0.5386876463890076,0.5386876447663919,nan
test-interpolation,corruption_type,replace,48,0.09086218476295471,0.14811261285220118,0.657450795173645
test-interpolation,corruption_type,swap,48,0.10602587461471558,0.12042493474257508,0.6842278838157654
test-interpolation,corruption_type,truncate,52,0.08762101829051971,0.131272858377596,0.8090949654579163
test-extrapolation,domain,blocks,100,0.15056957304477692,0.19113908339145136,0.6774735450744629
test-extrapolation,domain,gripper,80,0.282449871301651,0.3699383869937111,-0.3025822639465332
test-extrapolation,domain,logistics,90,0.2929263710975647,0.3451203644567956,-0.1943981647491455
test-extrapolation,domain,visitall-from-everywhere,1095,0.14780095219612122,0.22078990074320656,0.41861796379089355
test-extrapolation,corruption_type,delete,273,0.18145598471164703,0.2774233099498286,-0.058524250984191895
test-extrapolation,corruption_type,gold,273,0.11886981129646301,0.1297642661591361,0.0
test-extrapolation,corruption_type,insert,14,0.4164619445800781,0.4788718162964509,-2.7820942401885986
test-extrapolation,corruption_type,replace,273,0.17389033734798431,0.27097261344294415,0.02279001474380493
test-extrapolation,corruption_type,swap,259,0.18456079065799713,0.27793591372391324,-0.08015072345733643
test-extrapolation,corruption_type,truncate,273,0.15665075182914734,0.1897517043936807,-0.3544044494628906
