epoch,train_loss,val_loss
1,0.04931232529251199,0.024569665392239887
2,0.023852847663587647,0.01786698626043896
3,0.018713743180820818,0.016136436567952234
4,0.018251429311931133,0.017542722634971142
5,0.017007626972994523,0.01589998051834603
6,0.015014042979792544,0.014299080008640885
7,0.014152967285266832,0.014526164392009377
8,0.014129088358267358,0.01359941647388041
9,0.014201433005693712,0.013511658180505037
10,0.014067216874345354,0.01303454686421901
11,0.014678648672997952,0.014132419445862373
12,0.013782976636368977,0.012815293312693635
13,0.013067606150319702,0.01308112075397124
14,0.012850283498042509,0.012912766619895896
15,0.013690713217089834,0.012121086164067188
16,0.012254591516562198,0.012884110677987337
17,0.012670020964976988,0.011640797951258719
18,0.011766845948602023,0.011892296800700327
19,0.01460187013359054,0.01231999280086408
20,0.011893549223283404,0.011585669009946287
21,0.011684409796113246,0.01221186687083294
22,0.01013345871806929,0.010952034189055363
23,0.010543488382704948,0.011200048184643189
24,0.01085179617726489,0.011798640984731415
25,0.010652347841594172,0.011030691481816271
26,0.010022509034330907,0.011341342974143723
27,0.010130688223350597,0.010972916381433606
28,0.009720181139480127,0.009995519319393983
29,0.010131464437826684,0.013965645028899113
30,0.014165748474433235,0.010095407837070525
31,0.009709274616876715,0.010612303779150048
32,0.010677674050001721,0.011364462319761515
33,0.009191237916973861,0.011056718688147763
34,0.009696060105373985,0.011859612306579947
35,0.008828940115084774,0.011946728453040123
36,0.008933724958057465,0.00955326579666386
37,0.010702291895684442,0.010119789474022886
38,0.009641143334049144,0.017653559062940378
39,0.009700038606656324,0.009650761630230894
40,0.008377086260895195,0.011959370924159884
41,0.009041866042504185,0.01364040522215267
42,0.008227128057593578,0.010493737567837039
43,0.008616467864301643,0.009944490060055008
44,0.008294100851727356,0.011011679229947427
45,0.008898308721223944,0.010230121940063933
46,0.009145062698639538,0.012761993682943285
47,0.009078947435084143,0.010449757799506187
48,0.0076396786117632134,0.011793435861666998
49,0.008340082566351876,0.012147908487046758
50,0.006898190856813208,0.013006561008902887
51,0.007575136235621022,0.012728829596502086
52,0.007726391115667005,0.010642912665692469
53,0.007562673687444706,0.015332560598229369
54,0.007038509240373969,0.010877056901032725
55,0.008093562773673943,0.014131060762641331
56,0.007854431120090578,0.011265896415958801
