split,group,group_value,num_examples,MAE,RMSE,R2
train,overall,overall,1156,0.04909474030137062,0.08295349419508599,0.9300857186317444
validation,overall,overall,165,0.062426935881376266,0.1042219214121283,0.8782006502151489
test-interpolation,overall,overall,260,0.10411401838064194,0.17428653792399124,0.7031528949737549
test-extrapolation,overall,overall,1365,0.17198242247104645,0.22686679728052855,0.42254966497421265
train,domain,blocks,45,0.07777918875217438,0.1029505058965115,0.9008809328079224
train,domain,gripper,20,0.06835955381393433,0.10318482823728256,0.9092615246772766
train,domain,logistics,60,0.1641836017370224,0.20359206603693933,0.561699390411377
train,domain,visitall-from-everywhere,1031,0.04077134281396866,0.0680751751104548,0.9526387453079224
train,corruption_type,delete,221,0.0444556325674057,0.06729629739947914,0.9408718943595886
train,corruption_type,gold,232,0.03872166946530342,0.06771268127615024,-3.2733049392700195
train,corruption_type,insert,15,0.22113460302352905,0.33037735281621383,-0.6354612112045288
train,corruption_type,replace,231,0.04457429423928261,0.07999368029830642,0.9042450189590454
train,corruption_type,swap,226,0.06521720439195633,0.08968346229462838,0.8364024758338928
train,corruption_type,truncate,231,0.041526537388563156,0.06436597466278222,0.9353410005569458
validation,domain,blocks,15,0.1016305610537529,0.11319274157731604,0.7996822595596313
validation,domain,gripper,10,0.16219907999038696,0.19505697701753297,0.40273892879486084
validation,domain,logistics,20,0.1735571175813675,0.22683515256572154,0.33640527725219727
validation,domain,visitall-from-everywhere,120,0.030690444633364677,0.03984547253699939,0.9834938645362854
validation,corruption_type,delete,33,0.05383136868476868,0.09137690125945294,0.8964343667030334
validation,corruption_type,gold,33,0.06879712641239166,0.11611677409983102,0.0
validation,corruption_type,insert,2,0.44372546672821045,0.4917842181624557,-44.13008499145508
validation,corruption_type,replace,33,0.04001573845744133,0.05238127822108272,0.9555773735046387
validation,corruption_type,swap,31,0.08189775049686432,0.10784790781026253,0.831792950630188
validation,corruption_type,truncate,33,0.04566377028822899,0.06442412171781937,0.9163312315940857
test-interpolation,domain,blocks,15,0.1228456199169159,0.1652794390972462,0.7494945526123047
test-interpolation,domain,gripper,15,0.29629167914390564,0.36254613599195123,-1.604257345199585
test-interpolation,domain,logistics,45,0.19873684644699097,0.2605487806259081,0.27187860012054443
test-interpolation,domain,visitall-from-everywhere,185,0.06399691104888916,0.1153489973297802,0.8760107755661011
test-interpolation,corruption_type,delete,46,0.09798505157232285,0.1896094630822353,0.5956988334655762
test-interpolation,corruption_type,gold,52,0.10308240354061127,0.17714764091203244,0.0
test-interpolation,corruption_type,insert,13,0.3125181496143341,0.39589372809930223,-1.6005687713623047
test-interpolation,corruption_type,repeat,1,0.09325218200683594,0.09325218151918263,nan
test-interpolation,corruption_type,replace,48,0.09558925777673721,0.14302942624803613,0.6805597543716431
test-interpolation,corruption_type,swap,48,0.10024669021368027,0.13491516524011163,0.6036649942398071
test-interpolation,corruption_type,truncate,52,0.0701141282916069,0.11686882957066341,0.848690927028656
test-extrapolation,domain,blocks,100,0.16577953100204468,0.1998888507830774,0.6472691297531128
test-extrapolation,domain,gripper,80,0.263131707906723,0.3153781789762324,0.05330592393875122
test-extrapolation,domain,logistics,90,0.24950477480888367,0.29047674171161314,0.1538824439048767
test-extrapolation,domain,visitall-from-everywhere,1095,0.15951788425445557,0.21519457177301107,0.447711706161499
test-extrapolation,corruption_type,delete,273,0.17324180901050568,0.24145476184048972,0.1981622576713562
test-extrapolation,corruption_type,gold,273,0.17678329348564148,0.2027449720843466,0.0
test-extrapolation,corruption_type,insert,14,0.31506243348121643,0.36608027861195036,-1.2102758884429932
test-extrapolation,corruption_type,replace,273,0.16923926770687103,0.23533424535332373,0.26293236017227173
test-extrapolation,corruption_type,swap,259,0.17089180648326874,0.2444586627829138,0.1643856167793274
test-extrapolation,corruption_type,truncate,273,0.16236257553100586,0.19745033416804295,-0.46653616428375244
