split,group,group_value,num_examples,MAE,RMSE,R2
train,overall,overall,1156,0.06859737634658813,0.11215244838115412,0.8722049593925476
validation,overall,overall,165,0.07278084009885788,0.12448528607608328,0.826234757900238
test-interpolation,overall,overall,260,0.11247678101062775,0.1792699170260052,0.6859346628189087
test-extrapolation,overall,overall,1365,0.17321492731571198,0.23315358586227894,0.3901023864746094
train,domain,blocks,45,0.13401372730731964,0.1685779911256054,0.7342325448989868
train,domain,gripper,20,0.13094501197338104,0.20276056205070792,0.649630069732666
train,domain,logistics,60,0.21152998507022858,0.23965471006110828,0.3926733732223511
train,domain,visitall-from-everywhere,1031,0.056214604526758194,0.09339606011243527,0.9108538031578064
train,corruption_type,delete,221,0.06937684118747711,0.12974503745987484,0.7802174687385559
train,corruption_type,gold,232,0.06655581295490265,0.09728247159582402,-7.820497512817383
train,corruption_type,insert,15,0.2546311020851135,0.3337787753819603,-0.6693106889724731
train,corruption_type,replace,231,0.061290252953767776,0.11346676861360216,0.8073418140411377
train,corruption_type,swap,226,0.0768778920173645,0.10454573106175538,0.7776870727539062
train,corruption_type,truncate,231,0.05702781677246094,0.08082801941124187,0.8980375528335571
validation,domain,blocks,15,0.11864261329174042,0.13177362311529892,0.7285192012786865
validation,domain,gripper,10,0.19555765390396118,0.24106819160750623,0.0877348780632019
validation,domain,logistics,20,0.24267761409282684,0.28112099920982025,-0.019222021102905273
validation,domain,visitall-from-everywhere,120,0.028500588610768318,0.03351034182532112,0.988325297832489
validation,corruption_type,delete,33,0.07801619172096252,0.14400218450897637,0.7427940368652344
validation,corruption_type,gold,33,0.09438633173704147,0.14929803070307732,0.0
validation,corruption_type,insert,2,0.3820277452468872,0.39616198657345625,-28.286170959472656
validation,corruption_type,replace,33,0.05451315641403198,0.07955622987095871,0.8975291848182678
validation,corruption_type,swap,31,0.06665133684873581,0.11354680013280133,0.8135465383529663
validation,corruption_type,truncate,33,0.05122346431016922,0.08064695146771894,0.8688880205154419
test-interpolation,domain,blocks,15,0.15500231087207794,0.18770821256100928,0.6768932342529297
test-interpolation,domain,gripper,15,0.17315171658992767,0.22503350889176435,-0.0033483505249023438
test-interpolation,domain,logistics,45,0.1974346935749054,0.24357994548203682,0.36363130807876587
test-interpolation,domain,visitall-from-everywhere,185,0.08344375342130661,0.15418105063694784,0.7784773111343384
test-interpolation,corruption_type,delete,46,0.1375449150800705,0.25310204131005193,0.2795957326889038
test-interpolation,corruption_type,gold,52,0.12048853188753128,0.16759103623027674,0.0
test-interpolation,corruption_type,insert,13,0.22289782762527466,0.3037614933633778,-0.5310046672821045
test-interpolation,corruption_type,repeat,1,0.051950931549072266,0.051950931144227455,nan
test-interpolation,corruption_type,replace,48,0.08784504979848862,0.1631777670440409,0.5842226147651672
test-interpolation,corruption_type,swap,48,0.10853970050811768,0.13061169058012004,0.6285459995269775
test-interpolation,corruption_type,truncate,52,0.08221928030252457,0.11174597875189331,0.8616652488708496
test-extrapolation,domain,blocks,100,0.25984618067741394,0.29861862967264435,0.2127726674079895
test-extrapolation,domain,gripper,80,0.27257204055786133,0.333039100497171,-0.05569100379943848
test-extrapolation,domain,logistics,90,0.2644631862640381,0.30271869741884155,0.0810614824295044
test-extrapolation,domain,visitall-from-everywhere,1095,0.15054458379745483,0.20972743690153553,0.4754176139831543
test-extrapolation,corruption_type,delete,273,0.18819370865821838,0.2640144947815945,0.041327059268951416
test-extrapolation,corruption_type,gold,273,0.1794217824935913,0.20643293547542949,0.0
test-extrapolation,corruption_type,insert,14,0.30382946133613586,0.3586039356788017,-1.1209182739257812
test-extrapolation,corruption_type,replace,273,0.1766136735677719,0.25043396239974947,0.16531318426132202
test-extrapolation,corruption_type,swap,259,0.1921263337135315,0.2667959014964181,0.004701435565948486
test-extrapolation,corruption_type,truncate,273,0.12399076670408249,0.15047631361580177,0.14824771881103516
