epoch,train_loss,val_loss
1,0.05102983205334136,0.017455062673737604
2,0.029434769757484134,0.017955510256191094
3,0.02228523795738032,0.018840577996646363
4,0.020725663861651953,0.018690058107798297
5,0.01940978327030806,0.01778853948538502
6,0.019726075526130826,0.01609548705164343
7,0.017568558356479594,0.0173569517598177
8,0.01691001746803522,0.017356111590440076
9,0.015732178672854053,0.019290668268998463
10,0.019096827722693745,0.02021650500440349
11,0.017565386173756498,0.015169107704423368
12,0.01663184586887885,0.013874611429249247
13,0.015504852304921338,0.015153963351622224
14,0.015156309120357037,0.017665689655890066
15,0.013244763874497852,0.015398406229602793
16,0.014747458240507464,0.015145437811346104
17,0.015966187329276613,0.012463130871765316
18,0.013896328102993337,0.015405998468243828
19,0.013145292349355785,0.01579150107378761
20,0.013036836526895823,0.015164494747295976
21,0.014071380964627392,0.015686579009828467
22,0.013284253226102967,0.01673622146093597
23,0.01343242500565554,0.012829092486451069
24,0.013683260639051073,0.01505972899030894
25,0.013392758862066426,0.014474783053932091
26,0.012206111189075991,0.014547638168248037
27,0.012034488676458989,0.01862978097051382
28,0.014915334281364554,0.01635641885998969
29,0.011240446008741856,0.016778703196905553
30,0.010818198225215861,0.014580728369764984
31,0.012406492458754465,0.01489490910898894
32,0.011865687360496898,0.01579714915715158
33,0.012253956967278531,0.016110315608481567
34,0.010819999746194011,0.0177937062496009
35,0.010400535753241888,0.015135260803314546
36,0.010898849314176723,0.015640715952031314
37,0.010625971174847922,0.014463265426456928
