MAE,RMSE,R2,family,model,split
0.035247208492487345,0.07517472988660136,0.9425830337054711,ad_lstm_wl_delta,RF,train
0.05725733723885747,0.0966297261297842,0.8952996097520582,ad_lstm_wl_delta,RF,validation
0.10084757100168025,0.1613764770799148,0.7455012491231106,ad_lstm_wl_delta,RF,test-interpolation
0.29798873625275646,0.3857113090025857,-0.6691579957769487,ad_lstm_wl_delta,RF,test-extrapolation
0.06941258907318115,0.10383029560176771,0.8904670476913452,ad_lstm_wl_delta,XGB,train
0.07112856954336166,0.1084030468278635,0.868232011795044,ad_lstm_wl_delta,XGB,validation
0.1148943230509758,0.17223407884697073,0.7101032733917236,ad_lstm_wl_delta,XGB,test-interpolation
0.2862495481967926,0.3683797068157652,-0.5225239992141724,ad_lstm_wl_delta,XGB,test-extrapolation
0.051467787474393845,0.08393129345744808,0.9284278154373169,ad_lstm_wl_delta,MLP,train
0.0574583038687706,0.09673664553742177,0.8950678110122681,ad_lstm_wl_delta,MLP,validation
0.11713232845067978,0.1865831648980738,0.659787654876709,ad_lstm_wl_delta,MLP,test-interpolation
0.2338947206735611,0.28569557190388617,0.0842440128326416,ad_lstm_wl_delta,MLP,test-extrapolation
