epoch,train_loss,val_loss
1,0.084654813730403,0.04063695544997851
2,0.044730144013699735,0.02795918968816598
3,0.03515908837710556,0.02289387894173463
4,0.036091666766687444,0.018406912684440613
5,0.026747278280948337,0.01768701570108533
6,0.02598893936527403,0.01698649162426591
7,0.023745979427507048,0.01752127582828204
8,0.02253067655194747,0.017398548933366936
9,0.020614820066839457,0.01699489712094267
10,0.020785023507319,0.016891454346477985
11,0.022673843232424634,0.016644345441212256
12,0.019887452013790607,0.017422461571792763
13,0.01954389324313716,0.016736189524332683
14,0.01967830161907171,0.0160484507214278
15,0.019380642003134677,0.01601693849079311
16,0.018367238685880836,0.01621430794087549
17,0.017286405053087754,0.016175990846628945
18,0.021825366947603852,0.01631896353016297
19,0.018706472566057192,0.01659244066104293
20,0.017544837962639958,0.015465428198998174
21,0.017047529525466655,0.015377124693865577
22,0.01611307650608452,0.015716979435334604
23,0.01553800182515069,0.015384946716949344
24,0.015937516784393473,0.015350622978682319
25,0.015674455385459096,0.015992127436523635
26,0.015175375156104565,0.016763975688566763
27,0.015253280669352725,0.015675127739086747
28,0.014808317830197905,0.015504822328997156
29,0.014569716920193872,0.015689898864366114
30,0.015219660206256728,0.016509789740666747
31,0.013971994140822636,0.016749054038276274
32,0.013911626914418057,0.0169252761406824
33,0.01471459032281449,0.01660894350303958
34,0.013930193749011346,0.014902868152906498
35,0.014170699948935132,0.015268823558775088
36,0.014989172917251525,0.01624593181380381
37,0.015263344553348265,0.01700204183968405
38,0.01632652588580784,0.016459297893258434
39,0.013654568624731741,0.015792275274482865
40,0.013176533932748594,0.015555102921401462
41,0.013743854127824306,0.015492782578803599
42,0.013828516717215902,0.014989245023267964
43,0.012028467437056335,0.015307077129061023
44,0.012251473301531453,0.014677055723344287
45,0.012635161070839354,0.014786806500827273
46,0.012223333169363047,0.014622836917017898
47,0.012667652121499964,0.0155782155925408
48,0.011990672516587534,0.015471962785037855
49,0.014324085688904711,0.01530138535114626
50,0.012968032008135006,0.01466102700214833
51,0.01122774218062037,0.014270491626424095
52,0.011529359929753761,0.01445969007909298
53,0.012049863458071885,0.01478846906684339
54,0.011619732176002703,0.014951032004319131
55,0.01190884131938219,0.014720722179238995
56,0.011505960002786628,0.01512289602154245
57,0.011336609231014,0.01428481137069563
58,0.0165155302537115,0.014182304012744376
59,0.01300836638792565,0.014506543870083988
60,0.012070703479510388,0.015557305499290427
61,0.010963853767239734,0.014519077958539128
62,0.012181603129168874,0.014654458151198924
63,0.010546477940423708,0.01477453267822663
64,0.011736770993784854,0.014722382028897604
65,0.011520289705674114,0.015642830442326765
66,0.011093143618812687,0.014388601722506186
67,0.011139604446821307,0.015673197456635535
68,0.012135935457129227,0.015078489591057101
69,0.010796808441610713,0.014358783955685794
70,0.010559446423461563,0.01479690964333713
71,0.01017848288297261,0.014454832999035716
72,0.010785605758428574,0.014873059078430137
73,0.009572520974631371,0.014912412075015405
74,0.010282789455040506,0.014196209143847227
75,0.009474561672265592,0.014906703184048334
76,0.009809627920683277,0.01614828621192525
77,0.009182923669485669,0.015197945797505477
78,0.008877488594551227,0.015301919193007052
